relativeUrl;acronym;name;admin
https://www.fundsexplorer.com.br/funds/abcp11;ABCP11;FDO INV IMOB GRAND PLAZA SHOPPING;Rio Bravo
https://www.fundsexplorer.com.br/funds/afcr11;AFCR11;AF INVEST FDO INV. IMOB. - RECEBÍVEIS IMOB.;CM CAPITAL MARKETS
https://www.fundsexplorer.com.br/funds/afhi11;AFHI11;AF INVEST CRI FDO. INV. IMOB – RECEBÍVEIS IMOB.;BTG Pactual
https://www.fundsexplorer.com.br/funds/afof11;AFOF11;ALIANZA FOFII FDO. INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/aiec11;AIEC11;AUTONOMY EDIFÍCIOS CORPORATIVOS FUND. INV. IMOB.;Modal
https://www.fundsexplorer.com.br/funds/almi11;ALMI11;FDO INV IMOB - FII TORRE ALMIRANTE;BTG Pactual
https://www.fundsexplorer.com.br/funds/alzr11;ALZR11;ALIANZA TRUST RENDA IMOBILIARIA FDO INV IMOB;BTG Pactual
https://www.fundsexplorer.com.br/funds/ancr11b;ANCR11B;FDO INV IMOB - FII ANCAR IC;Geração Futuro
https://www.fundsexplorer.com.br/funds/apto11;APTO11;NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/aqll11;AQLL11;ÁQUILLA FDO INV IMOB - FII;Foco Investimentos
https://www.fundsexplorer.com.br/funds/arct11;ARCT11;RIZA ARCTIUM REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;Vortx
https://www.fundsexplorer.com.br/funds/arfi11b;ARFI11B;ÁQUILLA RENDA FDO INV IMOB - FII;Foco Investimentos
https://www.fundsexplorer.com.br/funds/arri11;ARRI11;FUNDO DE INVESTIMENTO IMOBILIÁRIO ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS;Oliveira Trust
https://www.fundsexplorer.com.br/funds/atcr11;ATCR11;ÁTICO RENDA FDO INV IMOB - FII;Gradual Investimentos
https://www.fundsexplorer.com.br/funds/atsa11;ATSA11;HEDGE ATRIUM SHOPPING SANTO ANDRE FDO INV IMOB;Hedge Investments
https://www.fundsexplorer.com.br/funds/atwn11;ATWN11;FDO. INV. IMOB. A–TOWN;Vortx
https://www.fundsexplorer.com.br/funds/bari11;BARI11;FDO INV IMOB BARIGUI RENDIMENTOS IMOB I FII;Oliveira Trust
https://www.fundsexplorer.com.br/funds/bbfi11b;BBFI11B;BB FDO INV IMOB PROGRESSIVO;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/bbfo11;BBFO11;BB FUNDO DE FUNDOS - FDO. INV. IMOB.;BB DTVM
https://www.fundsexplorer.com.br/funds/bbgo11;BBGO11;BB FDO DE INV DE CRÉDITO FIAGRO - IMOBILIÁRIO;BB DTVM
https://www.fundsexplorer.com.br/funds/bbim11;BBIM11;BB RECEBIVEIS IMOBILIARIOS FDO INV IMOB - FII;Banco do Brasil
https://www.fundsexplorer.com.br/funds/bbpo11;BBPO11;BB PROGRESSIVO II FDO INV IMOB - FII;Votorantim Asset
https://www.fundsexplorer.com.br/funds/bbrc11;BBRC11;BB RENDA CORPORATIVA FDO INV IMOB - FII;Votorantim Asset
https://www.fundsexplorer.com.br/funds/bbvj11;BBVJ11;FDO INV IMOB BB VOTORANTIM JHSF C JARD CONT TOWER;Votorantim Asset
https://www.fundsexplorer.com.br/funds/bcff11;BCFF11;FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;BTG Pactual
https://www.fundsexplorer.com.br/funds/bcia11;BCIA11;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA - FII;Bradesco
https://www.fundsexplorer.com.br/funds/bcri11;BCRI11;BANESTES RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB FII;Banco Fator
https://www.fundsexplorer.com.br/funds/bice11;BICE11;BRIO CRÉDITO ESTRUTURADO - FDO. INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/bicr11;BICR11;INTER TÍTULOS IMOB. FDO INV. IMOB.;Inter DTVM
https://www.fundsexplorer.com.br/funds/bime11;BIME11;BRIO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/blca11;BLCA11;BLUEMACAW CATUAÍ TRIPLE A FDO DE INV IMOB;BTG Pactual
https://www.fundsexplorer.com.br/funds/blcp11;BLCP11;BLUECAP RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/blmc11;BLMC11;BLUEMACAW CRÉDITO IMOBILIÁRIO - FDO. INV. IMOB.;BTG Pactual
https://www.fundsexplorer.com.br/funds/blmg11;BLMG11;BLUEMACAW LOGÍSTICA FDO. INVEST. IMOB.;Vortx
https://www.fundsexplorer.com.br/funds/blmo11;BLMO11;BLUEMACAW OFFICE FUND II - FDO. INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/blmr11;BLMR11;BLUEMACAW RENDA + FOF FDO. INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/bmii11;BMII11;FUNDO BRASÍLIO MACHADO DE INVESTIMENTO IMOBILIÁRIO;Rio Bravo
https://www.fundsexplorer.com.br/funds/bmlc11;BMLC11;FDO INV IMOB BM BRASCAN LAJES CORPORATIVAS - FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/bmlc11b;BMLC11B;FDO INV IMOB BM BRASCAN LAJES CORPORATIVAS - FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/bnfs11;BNFS11;BANRISUL NOVAS FRONTEIRAS FDO INV IMOB - FII;Oliveira Trust
https://www.fundsexplorer.com.br/funds/bpff11;BPFF11;FDO INV IMOB BRASIL PLURAL ABSOLUTO FDO DE FUNDOS;Geração Futuro
https://www.fundsexplorer.com.br/funds/bpml11;BPML11;FDO INV IMOB BTG PACTUAL SHOPPINGS;BTG Pactual
https://www.fundsexplorer.com.br/funds/brco11;BRCO11;BRESCO LOGÍSTICA - FDO INV IMOB;Oliveira Trust
https://www.fundsexplorer.com.br/funds/brcr11;BRCR11;FDO INV IMOB - FII BTG PACTUAL CORP. OFFICE FUND;BTG Pactual
https://www.fundsexplorer.com.br/funds/brev11;BREV11;BRAZIL REAL ESTATE VICTORY FUND I - FDO. INV. IMOB;-
https://www.fundsexplorer.com.br/funds/brht11b;BRHT11B;FDO INV IMOB BR HOTEIS - FII;Elite
https://www.fundsexplorer.com.br/funds/brip11;BRIP11;BRIO REAL ESTATE III FDO DE INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/brla11;BRLA11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BRL PROP II;BTG Pactual
https://www.fundsexplorer.com.br/funds/brol11;BROL11;BR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/btal11;BTAL11;FUNDO DE INVESTIMENTO IMOBILIÁRIO BTG PACTUAL AGRO LOGÍSTICA;BTG Pactual
https://www.fundsexplorer.com.br/funds/btcr11;BTCR11;FDO INV IMOB BTG PACTUAL CREDITO IMOBILIARIO;BTG Pactual
https://www.fundsexplorer.com.br/funds/btgm11;BTGM11;FDO INV IMOB - FII BTG PACTUAL MALLS;BTG Pactual
https://www.fundsexplorer.com.br/funds/btlg11;BTLG11;BTG PACTUAL LOGISTICA FDO INV IMOB - FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/btra11;BTRA11;FDO INV IMOB BTG PACTUAL TERRAS AGRÍCOLAS;BTG Pactual
https://www.fundsexplorer.com.br/funds/btsg11;BTSG11;BTSP I FDO. INVEST. IMOB - FII;Inter DTVM
https://www.fundsexplorer.com.br/funds/btwr11;BTWR11;BTOWERS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/bvar11;BVAR11;FDO INV IMOB BRASIL VAREJO - FII;Rio Bravo
https://www.fundsexplorer.com.br/funds/bzli11;BZLI11;BRAZIL REALTY FDO INV IMOB;Foco Investimentos
https://www.fundsexplorer.com.br/funds/cacr11;CACR11;CARTESIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVEST;CM CAPITAL MARKETS
https://www.fundsexplorer.com.br/funds/care11;CARE11;BRAZILIAN GRAVEYARD DEATH CARE FDO INV IMOB - FII;Oliveira Trust
https://www.fundsexplorer.com.br/funds/cbop11;CBOP11;CASTELLO BRANCO OFFICE PARK FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/ccrf11;CCRF11;CANVAS CRI - FUNDO DE INVESTIMENTO IMOBILIÁRIO;BTG Pactual
https://www.fundsexplorer.com.br/funds/ceoc11;CEOC11;FDO INV IMOB - FII CEO CYRELA COMMERC. PROPERTIES;BTG Pactual
https://www.fundsexplorer.com.br/funds/cjct11;CJCT11;CIDADE JARDIM CONTINENTAL TOWER FUNDO DE INVESTIMENTO IMOBILIÁRIO;Hedge Investments
https://www.fundsexplorer.com.br/funds/cnes11;CNES11;FDO INV IMOB - FII CENESP;BTG Pactual
https://www.fundsexplorer.com.br/funds/corm11;CORM11;CORE METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;BTG Pactual
https://www.fundsexplorer.com.br/funds/cpff11;CPFF11;CAPITÂNIA REIT FOF - FDO. INVEST. IMOB;Vortx
https://www.fundsexplorer.com.br/funds/cpts11;CPTS11;CAPITANIA SECURITIES II FDO INV IMOB - FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/crff11;CRFF11;CAIXA RIO BRAVO FDO DE FDOS INV IMOB II;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/ctxt11;CTXT11;FDO INV IMOB CENTRO TEXTIL INTERNACIONAL;Rio Bravo
https://www.fundsexplorer.com.br/funds/cvbi11;CVBI11;FDO INV. IMOB. VBI CRI;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/cxag11;CXAG11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA AGÊNCIAS;Oliveira Trust
https://www.fundsexplorer.com.br/funds/cxce11b;CXCE11B;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/cxci11;CXCI11;FDO INV IMOB CAIXA CARTEIRA IMOBILIÁRIA;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/cxco11;CXCO11;FUNDO DE INVESTIMENTO IMOBILIÁRIO CAIXA IMÓVEIS CORPORATIVOS;Vortx
https://www.fundsexplorer.com.br/funds/cxri11;CXRI11;CAIXA RIO BRAVO FUNDO DE FDO INV IMOB - FII;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/cxtl11;CXTL11;FDO INV IMOB CAIXA TRX LOGÍSTICA RENDA;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/cycr11;CYCR11;CYRELA CRÉDITO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;Genial
https://www.fundsexplorer.com.br/funds/deva11;DEVA11;DEVANT RECEBÍVEIS IMOBILIÁRIOS FDO. INVEST. IMOB.;Vortx
https://www.fundsexplorer.com.br/funds/dmac11;DMAC11;MAC FDO INV IMOB;Oliveira Trust
https://www.fundsexplorer.com.br/funds/domc11;DOMC11;REAG RENDA IMOBILIARIA FDO INV IMOB - FII;Caixa Economica Federal
https://www.fundsexplorer.com.br/funds/dovl11b;DOVL11B;DOVEL FDO INV IMOB;BNYMELLON
https://www.fundsexplorer.com.br/funds/drit11b;DRIT11B;MULTIGESTÃO RENDA COMERCIAL FDO INV IMOB - FII;Rio Bravo
https://www.fundsexplorer.com.br/funds/dvff11;DVFF11;FDO. INVEST. IMOB. DEVANT FOF IMOBILIÁRIOS;Daycoval
https://www.fundsexplorer.com.br/funds/edfo11b;EDFO11B;FDO INV IMOB EDIFÍCIO OURINVEST;Oliveira Trust
https://www.fundsexplorer.com.br/funds/edga11;EDGA11;FDO INV IMOB - FII EDIFÍCIO GALERIA;BTG Pactual
https://www.fundsexplorer.com.br/funds/egyr11;EGYR11;ENERGY RESORT FDO. INVEST. IMOB.;-
https://www.fundsexplorer.com.br/funds/eldo11b;ELDO11B;FDO INV IMOB - FII ELDORADO;Rio Bravo
https://www.fundsexplorer.com.br/funds/eqia11;EQIA11;NCH EQI RECEBÍVEIS DO AGRONEGÓCIO FIAGRO IMOB;BTG Pactual
https://www.fundsexplorer.com.br/funds/eqin11;EQIN11;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII NCH BRASIL RECEBÍVEIS IMOBILIÁRIOS;BTG Pactual
https://www.fundsexplorer.com.br/funds/eqir11;EQIR11;EQI RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/ercr11;ERCR11;ESTOQUE RESIDENCIAL E COMERCIAL RJ FDO INV IMOB;Oliveira Trust
https://www.fundsexplorer.com.br/funds/erpa11;ERPA11;EUROPA 105 - FDO INV IMOB;Oliveira Trust
https://www.fundsexplorer.com.br/funds/euro11;EURO11;FDO INV IMOB EUROPAR;Coinvalores
https://www.fundsexplorer.com.br/funds/evbi11;EVBI11;VBI CONSUMO ESSEN FDO. INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/faed11;FAED11;FDO INV IMOB - FII ANHANGUERA EDUCACIONAL;BTG Pactual
https://www.fundsexplorer.com.br/funds/famb11b;FAMB11B;FDO INV IMOB - FII EDIFÍCIO ALMIRANTE BARROSO;BTG Pactual
https://www.fundsexplorer.com.br/funds/fatn11;FATN11;FUNDO DE INVESTIMENTO IMOBILIÁRIO ATHENA I;BR Capital DTVM
https://www.fundsexplorer.com.br/funds/fcas11;FCAS11;FDO INV IMOB - FII EDIFÍCIO CASTELO;BTG Pactual
https://www.fundsexplorer.com.br/funds/fcfl11;FCFL11;FDO INV IMOB - FII CAMPUS FARIA LIMA;BTG Pactual
https://www.fundsexplorer.com.br/funds/fexc11;FEXC11;FDO INV IMOB - FII BTG PACTUAL FUNDO DE CRI;BTG Pactual
https://www.fundsexplorer.com.br/funds/ffci11;FFCI11;FDO INV IMOB RIO BRAVO RENDA CORPORATIVA;Rio Bravo
https://www.fundsexplorer.com.br/funds/figs11;FIGS11;FDO INV IMOB GENERAL SHOPPING ATIVO E RENDA - FII;Socopa
https://www.fundsexplorer.com.br/funds/fiib11;FIIB11;FDO INV IMOB INDUSTRIAL DO BRASIL;Coinvalores
https://www.fundsexplorer.com.br/funds/fiip11b;FIIP11B;RB CAPITAL RENDA I FDO INV IMOB - FII;Oliveira Trust
https://www.fundsexplorer.com.br/funds/finf11;FINF11;FDO INV IMOB INFRA REAL ESTATE - FII;Planner
https://www.fundsexplorer.com.br/funds/fisc11;FISC11;FDO INV IMOB SC 401;BR Capital DTVM
https://www.fundsexplorer.com.br/funds/fivn11;FIVN11;FDO INV IMOB VIDA NOVA - FII;Oliveira Trust
https://www.fundsexplorer.com.br/funds/flcr11;FLCR11;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/flma11;FLMA11;FII CONTINENTAL SQUARE FARIA LIMA;Unitas
https://www.fundsexplorer.com.br/funds/flrp11;FLRP11;FDO INV IMOB - FII FLORIPA SHOPPING;BTG Pactual
https://www.fundsexplorer.com.br/funds/fmof11;FMOF11;FDO INV IMOB MEMORIAL OFFICE;Coinvalores
https://www.fundsexplorer.com.br/funds/foft11;FOFT11;CSHG TOP FOFII 2 FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/fpab11;FPAB11;FDO INV IMOB PROJETO ÁGUA BRANCA;Coinvalores
https://www.fundsexplorer.com.br/funds/fpng11;FPNG11;FDO INV IMOB PEDRA NEGRA RENDA IMOB;Unitas
https://www.fundsexplorer.com.br/funds/fvbi11;FVBI11;FDO INV IMOB VBI FL 4440 - FII;BTG Pactual
https://www.fundsexplorer.com.br/funds/fvpq11;FVPQ11;FDO INV IMOB VIA PARQUE SHOPPING - FII;Rio Bravo
https://www.fundsexplorer.com.br/funds/galg11;GALG11;GUARDIAN LOGISTICA FDO. INVEST. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/game11;GAME11;FDO DE INVEST IMOB GUARDIAN MULTIESTRATÉGIA I;Daycoval
https://www.fundsexplorer.com.br/funds/gcff11;GCFF11;GALAPAGOS FUNDO DE FUNDOS - FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;BTG Pactual
https://www.fundsexplorer.com.br/funds/gcra11;GCRA11;GALÁPAGOS RECEBÍVEIS DO AGRONEGÓCIO – FIAGRO-IMOB;Singulare
https://www.fundsexplorer.com.br/funds/gcri11;GCRI11;GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;BTG Pactual
https://www.fundsexplorer.com.br/funds/gese11b;GESE11B;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;Oliveira Trust
https://www.fundsexplorer.com.br/funds/ggrc11;GGRC11;GGR COVEPI RENDA FDO INV IMOB;CM CAPITAL MARKETS
https://www.fundsexplorer.com.br/funds/glpl11;GLPL11;GLP LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Vortx
https://www.fundsexplorer.com.br/funds/grlv11;GRLV11;CSHG GR LOUVEIRA FDO DE INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/gsfi11;GSFI11;GENERAL SHOP E OUTLETS DO BRASIL FDO INV IMOB - FI;Planner
https://www.fundsexplorer.com.br/funds/gtlg11;GTLG11;GTIS BRAZIL LOGISTICS FDO. INV. IMOB.;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/gtwr11;GTWR11;FDO INV IMOB GREEN TOWERS;Votorantim Asset
https://www.fundsexplorer.com.br/funds/haaa11;HAAA11;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Hedge Investments
https://www.fundsexplorer.com.br/funds/habt11;HABT11;HABITAT II - FDO INT IMOB;Vortx
https://www.fundsexplorer.com.br/funds/hbrh11;HBRH11;FUNDO DE INVESTIMENTO IMOBILIÁRIO MULTI RENDA URBANA;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/hbtt11;HBTT11;FDO INV IMOB HABITAT I;Vortx
https://www.fundsexplorer.com.br/funds/hchg11;HCHG11;HECTARE RECEBÍVEIS HIGH GRADE FDO. INV. IMOB.;Vortx
https://www.fundsexplorer.com.br/funds/hcri11;HCRI11;FDO INV IMOB - FII HOSPITAL DA CRIANÇA;BTG Pactual
https://www.fundsexplorer.com.br/funds/hcst11;HCST11;HECTARE DESENV. STUDENT HOUSING – FDO. INV. IMOB.;Vortx
https://www.fundsexplorer.com.br/funds/hctr11;HCTR11;HECTARE CE - FDO INV IMOB;Vortx
https://www.fundsexplorer.com.br/funds/hfof11;HFOF11;HEDGE TOP FOFII 3 FDO INV IMOB;Hedge Investments
https://www.fundsexplorer.com.br/funds/hgbs11;HGBS11;HEDGE BRASIL SHOPPING FDO INV IMOB;Hedge Investments
https://www.fundsexplorer.com.br/funds/hgcr11;HGCR11;CSHG RECEBÍVEIS IMOBILIÁRIOS FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hgff11;HGFF11;CSHG IMOB. FOF - FDO INV. IMOB. - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hgic11;HGIC11;HGI CRÉDITOS IMOBILIÁRIOS FDO. INV. IMOB.;Vortx
https://www.fundsexplorer.com.br/funds/hglg11;HGLG11;CSHG LOGÍSTICA FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hgpo11;HGPO11;CSHG PRIME OFFICES FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hgre11;HGRE11;CSHG REAL ESTATE FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hgrs11;HGRS11;CSHG RESIDENCIAL FDO DE INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hgru11;HGRU11;CSHG RENDA URBANA - FDO INV IMOB - FII;Credit Suisse Hedging-Griffo
https://www.fundsexplorer.com.br/funds/hlog11;HLOG11;HEDGE LOGÍSTICA FDO. INV. IMOB.;Hedge Investments
https://www.fundsexplorer.com.br/funds/hmoc11;HMOC11;HEDGE SHOPPING PRAÇA DA MOÇA FDO INV IMOB;Hedge Investments
https://www.fundsexplorer.com.br/funds/hosi11;HOSI11;FDO. INV. IMOB. HOUSI;Vortx
https://www.fundsexplorer.com.br/funds/hpdp11;HPDP11;HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;Hedge Investments
https://www.fundsexplorer.com.br/funds/hrdf11;HRDF11;HEDGE REALTY DEVELOPMENT FDO INV IMOB;Hedge Investments
https://www.fundsexplorer.com.br/funds/hrec11;HREC11;HEDGE RECEBÍVEIS FDO. INVEST. IMOB.;Hedge Investments
https://www.fundsexplorer.com.br/funds/hsaf11;HSAF11;HSI ATIVOS FINANCEIROS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/hslg11;HSLG11;HSI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/hsml11;HSML11;HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Santander Securities
https://www.fundsexplorer.com.br/funds/hsre11;HSRE11;HSI RENDA IMOB FDO INV IMOB;BRL Trust Investimentos
https://www.fundsexplorer.com.br/funds/htmx11;HTMX11;FDO INV IMOB - FII HOTEL MAXINVEST;BTG Pactual
https://www.fundsexplorer.com.br/funds/husc11;HUSC11;FDO INV IMOB HOSPITAL UNIMED SUL CAPIXABA;Rio Bravo
https://www.fundsexplorer.com.br/funds/husi11;HUSI11;HUSI FDO INV. IMOB.;Planner
https://www.fundsexplorer.com.br/funds/ibcr11;IBCR11;FDO DE INV IMOBILIÁRIO DE CRI INTEGRAL BREI;BTG Pactual
https://www.fundsexplorer.com.br/funds/ibff11;IBFF11;FDO INV. IMOB. FOF INTEGRAL BREI;BTG Pactual
https://www.fundsexplorer.com.br/funds/idfi11;IDFI11;FDO INV IMOBILIÁRIO DE UNIDADES AUTÔNOMAS;Planner
https://www.fundsexplorer.com.br/funds/ifid11;IFID11;IFI-D FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Inter DTVM
https://www.fundsexplorer.com.br/funds/ifie11;IFIE11;IFI-E FUNDO DE INVESTIMENTO IMOBILIARIO - FII;-
https://www.fundsexplorer.com.br/funds/irdm11;IRDM11;FII IRIDIUM RECEBÍVEIS IMOBILIÁRIOS;BTG Pactual
https://www.fundsexplorer.com.br/funds/irim11;IRIM11;IRIDIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;BTG Pactual
https://www.fundsexplorer.com.br/funds/itip11;ITIP11;IFI-D FUNDO DE INVESTIMENTO IMOBILIARIO - FII;Inter DTVM
https://www.fundsexplorer.com.br/funds/itit11;ITIT11;IFI-E FUNDO DE INVESTIMENTO IMOBILIARIO - FII;-
https://www.fundsexplorer.com.br/funds/jfll11;JFLL11;JFL LIVING FDO. INV. IMOB.;Brasil Plural
https://www.fundsexplorer.com.br/funds/jgpx11;JGPX11;FDO INV CADEIAS PROD AGROIND JGP CRED FIAGRO IMOB;Daycoval
https://www.fundsexplorer.com.br/funds/jppa11;JPPA11;JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;Vortx
https://www.fundsexplorer.com.br/funds/jrdm11;JRDM11;FII SHOPPING JARDIM SUL;BTG Pactual
https://www.fundsexplorer.com.br/funds/jsaf11;JSAF11;JS ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO;Safra Asset Management
https://www.fundsexplorer.com.br/funds/jsre11;JSRE11;JS REAL ESTATE MULTIGESTÃO - FII;Safra Asset Management
https://www.fundsexplorer.com.br/funds/keve11;KEVE11;EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;Intrag DTVM
https://www.fundsexplorer.com.br/funds/kfof11;KFOF11;FUNDO DE FDO INV IMOB KINEA FII;Intrag DTVM
